X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8847972.57767962,5417261.87241038,6683387,1257392,2011,2011/08/07 04:00:00+00,137,BLACK CREEK DR,PHOTOGRAPHY DR W,,Major Arterial,Etobicoke York,5,43.687845,-79.48269,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,,,,,Yes,,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),D12,326
-8847972.57767962,5417261.87241038,6683388,1257392,2011,2011/08/07 04:00:00+00,137,BLACK CREEK DR,PHOTOGRAPHY DR W,,Major Arterial,Etobicoke York,5,43.687845,-79.48269,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,,North,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,,,,Yes,,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),D12,327
-8847972.57767962,5417261.87241038,6683389,1257392,2011,2011/08/07 04:00:00+00,137,BLACK CREEK DR,PHOTOGRAPHY DR W,,Major Arterial,Etobicoke York,5,43.687845,-79.48269,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,,,,,Yes,,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),D12,328
-8847972.57767962,5417261.87241038,6683390,1257392,2011,2011/08/07 04:00:00+00,137,BLACK CREEK DR,PHOTOGRAPHY DR W,,Major Arterial,Etobicoke York,5,43.687845,-79.48269,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Minimal,,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,,,Yes,,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),D12,329
-8840191.34527317,5430757.28671371,6685149,1258191,2011,2011/10/10 04:00:00+00,437,DORIS AVE,NORTHTOWN WAY,,Minor Arterial,North York,18,43.775445,-79.41279,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,151,Yonge-Doris,51,Willowdale East (51),D32,330
-8840191.34527317,5430757.28671371,6685150,1258191,2011,2011/10/10 04:00:00+00,437,DORIS AVE,NORTHTOWN WAY,,Minor Arterial,North York,18,43.775445,-79.41279,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,Unknown,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,151,Yonge-Doris,51,Willowdale East (51),D32,331
-8840736.81077805,5416307.46485338,6692507,1261319,2011,2011/10/26 04:00:00+00,1938,BATHURST ST,VAUGHAN RD,,Major Arterial,Toronto and East York,12,43.681645,-79.41769,Intersection,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,,South,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",,,,,,,Yes,,Yes,,,,,,,Yes,,Yes,,96,Casa Loma,96,Casa Loma (96),D13,332
-8840736.81077805,5416307.46485338,6692508,1261319,2011,2011/10/26 04:00:00+00,1938,BATHURST ST,VAUGHAN RD,,Major Arterial,Toronto and East York,12,43.681645,-79.41769,Intersection,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,Unknown,Other,,,,Other / Undefined,Other,Normal,,,,Yes,,Yes,,,,,,,Yes,,Yes,,96,Casa Loma,96,Casa Loma (96),D13,333
-8839142.6043504,5410480.48322925,6805959,1263909,2011,2011/11/05 04:00:00+00,2211,KING ST W,BATHURST ST,,Major Arterial,Toronto and East York,10,43.643778,-79.403369,Mid-Block,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,Yes,,162,West Queen West,82,Niagara (82),D14,334
-8839142.6043504,5410480.48322925,6805960,1263909,2011,2011/11/05 04:00:00+00,2211,KING ST W,BATHURST ST,,Major Arterial,Toronto and East York,10,43.643778,-79.403369,Mid-Block,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,Yes,,162,West Queen West,82,Niagara (82),D14,335
-8839142.6043504,5410480.48322925,6805961,1263909,2011,2011/11/05 04:00:00+00,2211,KING ST W,BATHURST ST,,Major Arterial,Toronto and East York,10,43.643778,-79.403369,Mid-Block,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Minor,,West,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,Yes,,162,West Queen West,82,Niagara (82),D14,336
-8839142.6043504,5410480.48322925,6805962,1263909,2011,2011/11/05 04:00:00+00,2211,KING ST W,BATHURST ST,,Major Arterial,Toronto and East York,10,43.643778,-79.403369,Mid-Block,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,West,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,Yes,,162,West Queen West,82,Niagara (82),D14,337
-8839142.6043504,5410480.48322925,6805963,1263909,2011,2011/11/05 04:00:00+00,2211,KING ST W,BATHURST ST,,Major Arterial,Toronto and East York,10,43.643778,-79.403369,Mid-Block,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,Yes,,162,West Queen West,82,Niagara (82),D14,338
-8839142.6043504,5410480.48322925,6805964,1263909,2011,2011/11/05 04:00:00+00,2211,KING ST W,BATHURST ST,,Major Arterial,Toronto and East York,10,43.643778,-79.403369,Mid-Block,,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,East,Municipal Transit Bus (TTC),Stopped,Driving Properly,Normal,,,,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,Yes,,162,West Queen West,82,Niagara (82),D14,339
-8818495.17651756,5435414.3968192,6809038,1282222,2011,2011/12/29 05:00:00+00,331,NEILSON Rd,TAPSCOTT Rd,,Minor Arterial,Scarborough,2325,43.805645,-79.21789,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,146,Malvern East,132,Malvern (132),D42,340
-8818495.17651756,5435414.3968192,6809039,1282222,2011,2011/12/29 05:00:00+00,331,NEILSON Rd,TAPSCOTT Rd,,Minor Arterial,Scarborough,2325,43.805645,-79.21789,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,146,Malvern East,132,Malvern (132),D42,341
-8818495.17651756,5435414.3968192,6809040,1282222,2011,2011/12/29 05:00:00+00,331,NEILSON Rd,TAPSCOTT Rd,,Minor Arterial,Scarborough,2325,43.805645,-79.21789,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,146,Malvern East,132,Malvern (132),D42,342
-8829337.69492082,5428044.2940084,6806745,1272453,2011,2011/12/31 05:00:00+00,1425,VICTORIA PARK Aven,PARKWOODS VILLAGE Driv,,Major Arterial,North York,1621,43.757845,-79.31529,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),D33,343
-8829337.69492082,5428044.2940084,6806746,1272453,2011,2011/12/31 05:00:00+00,1425,VICTORIA PARK Aven,PARKWOODS VILLAGE Driv,,Major Arterial,North York,1621,43.757845,-79.31529,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),D33,344
-8829337.69492082,5428044.2940084,6806747,1272453,2011,2011/12/31 05:00:00+00,1425,VICTORIA PARK Aven,PARKWOODS VILLAGE Driv,,Major Arterial,North York,1621,43.757845,-79.31529,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Major,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),D33,345
-8818183.48194334,5437003.28733346,7400511,1288047,2012,2012/02/03 05:00:00+00,415,HUPFIELD TRL,PENNYHILL DR,,Collector,Scarborough,25,43.815945,-79.21509,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,146,Malvern East,132,Malvern (132),D42,346
-8818183.48194334,5437003.28733346,7400512,1288047,2012,2012/02/03 05:00:00+00,415,HUPFIELD TRL,PENNYHILL DR,,Collector,Scarborough,25,43.815945,-79.21509,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,146,Malvern East,132,Malvern (132),D42,347
-8835760.8295396,5412629.30024272,7383982,1280050,2012,2012/02/12 05:00:00+00,404,DUNDAS ST E,GEORGE ST,,Major Arterial,Toronto and East York,13,43.657745,-79.37299,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,73,Moss Park,73,Moss Park (73),D51,348
-8835760.8295396,5412629.30024272,7383983,1280050,2012,2012/02/12 05:00:00+00,404,DUNDAS ST E,GEORGE ST,,Major Arterial,Toronto and East York,13,43.657745,-79.37299,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,73,Moss Park,73,Moss Park (73),D51,349
-8835760.8295396,5412629.30024272,7383984,1280050,2012,2012/02/12 05:00:00+00,404,DUNDAS ST E,GEORGE ST,,Major Arterial,Toronto and East York,13,43.657745,-79.37299,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,73,Moss Park,73,Moss Park (73),D51,350
-8835760.8295396,5412629.30024272,7383985,1280050,2012,2012/02/12 05:00:00+00,404,DUNDAS ST E,GEORGE ST,,Major Arterial,Toronto and East York,13,43.657745,-79.37299,Mid-Block,At Intersection,No Control,Clear,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Driver,35 to 39,Minor,,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,73,Moss Park,73,Moss Park (73),D51,351
-8836072.52411382,5410521.55638126,5399135,1055774,2008,2008/08/01 04:00:00+00,2307,LAKE SHORE W BLVD E,YONGE ST,,Major Arterial,Toronto and East York,10,43.644045,-79.37579,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D52,352
-8847838.99429066,5408014.4288031,3385999,891993,2006,2006/03/06 05:00:00+00,2222,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),D22,353
-8827595.54488991,5434621.59664602,80496663,5000656009,2015,2015/04/20 04:00:00+00,2123,FINCH AVE E,WAYSIDE AVE,10 m East of,Major Arterial,Scarborough,22,43.800505,-79.29964,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,,West,Passenger Van,Going Ahead,Lost control,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,148,East L'Amoreaux,117,L'Amoreaux (117),D42,354
-8839679.27561552,5412613.91350893,4145596,958634,2007,2007/03/14 04:00:00+00,305,BATHURST ST,COLLEGE ST,,Major Arterial,Toronto and East York,11,43.657645,-79.40819,Mid-Block,,Pedestrian Crossover,Clear,Dark,Wet,Non-Fatal Injury,Sideswipe,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,79,University,79,University (79),D14,355
-8839679.27561552,5412613.91350893,4145597,958634,2007,2007/03/14 04:00:00+00,305,BATHURST ST,COLLEGE ST,,Major Arterial,Toronto and East York,11,43.657645,-79.40819,Mid-Block,,Pedestrian Crossover,Clear,Dark,Wet,Non-Fatal Injury,Sideswipe,Driver,25 to 29,Minimal,,North,"Automobile, Station Wagon",Overtaking,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,,,Yes,,79,University,79,University (79),D14,356
-8859193.58235158,5428429.61365528,4157517,963778,2007,2007/04/11 04:00:00+00,2034,STEELES AVE W,MARKBROOK LANE,,Major Arterial,Etobicoke York,1,43.760345,-79.58349,Mid-Block,,No Control,Rain,Dark,Wet,Fatal,Approaching,Driver,45 to 49,Fatal,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,357
-8859193.58235158,5428429.61365528,4157518,963778,2007,2007/04/11 04:00:00+00,2034,STEELES AVE W,MARKBROOK LANE,,Major Arterial,Etobicoke York,1,43.760345,-79.58349,Mid-Block,,No Control,Rain,Dark,Wet,Fatal,Approaching,Driver,45 to 49,Minor,,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,358
-8841315.67213018,5418262.56691148,4167292,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Vehicle Owner,unknown,None,,,Other,Parked,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,359
-8841315.67213018,5418262.56691148,4167293,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,35 to 39,Minor,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,360
-8841315.67213018,5418262.56691148,4167294,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,35 to 39,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,361
-8841315.67213018,5418262.56691148,4167295,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Vehicle Owner,unknown,None,,,Other,Parked,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,362
-8841315.67213018,5418262.56691148,4167296,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,363
-8841315.67213018,5418262.56691148,4167297,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,364
-8841315.67213018,5418262.56691148,4167298,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,20 to 24,Major,,North,"Automobile, Station Wagon",Changing Lanes,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,365
-8841315.67213018,5418262.56691148,4167299,968070,2007,2007/04/17 04:00:00+00,2257,BATHURST ST,MARKDALE AVE,,Major Arterial,Toronto and East York,12,43.694345,-79.42289,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other Property Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),D13,366
-8845991.0907435,5413952.65522722,4168857,968739,2007,2007/04/22 04:00:00+00,1210,KEELE ST,JACKSON PL,,Major Arterial,Toronto and East York,4,43.666345,-79.46489,Mid-Block,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,367
-8845991.0907435,5413952.65522722,4168858,968739,2007,2007/04/22 04:00:00+00,1210,KEELE ST,JACKSON PL,,Major Arterial,Toronto and East York,4,43.666345,-79.46489,Mid-Block,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,368
-8845991.0907435,5413952.65522722,4168859,968739,2007,2007/04/22 04:00:00+00,1210,KEELE ST,JACKSON PL,,Major Arterial,Toronto and East York,4,43.666345,-79.46489,Mid-Block,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minimal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,369
-8845991.0907435,5413952.65522722,4168860,968739,2007,2007/04/22 04:00:00+00,1210,KEELE ST,JACKSON PL,,Major Arterial,Toronto and East York,4,43.666345,-79.46489,Mid-Block,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,370
-8845991.0907435,5413952.65522722,4168861,968739,2007,2007/04/22 04:00:00+00,1210,KEELE ST,JACKSON PL,,Major Arterial,Toronto and East York,4,43.666345,-79.46489,Mid-Block,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,None,,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,371
-8824116.81080262,5430526.03462363,4167450,968131,2007,2007/05/07 04:00:00+00,645,330 PROGRESS AVE,,,Minor Arterial,Scarborough,21,43.773945,-79.26839,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,156,Bendale-Glen Andrew,127,Bendale (127),D41,372
-8824116.81080262,5430526.03462363,4167451,968131,2007,2007/05/07 04:00:00+00,645,330 PROGRESS AVE,,,Minor Arterial,Scarborough,21,43.773945,-79.26839,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,45 to 49,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,156,Bendale-Glen Andrew,127,Bendale (127),D41,373
-8824116.81080262,5430526.03462363,4167452,968131,2007,2007/05/07 04:00:00+00,645,330 PROGRESS AVE,,,Minor Arterial,Scarborough,21,43.773945,-79.26839,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Minor,,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,,,Yes,,156,Bendale-Glen Andrew,127,Bendale (127),D41,374
-8824116.81080262,5430526.03462363,4167453,968131,2007,2007/05/07 04:00:00+00,645,330 PROGRESS AVE,,,Minor Arterial,Scarborough,21,43.773945,-79.26839,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,156,Bendale-Glen Andrew,127,Bendale (127),D41,375
-8824116.81080262,5430526.03462363,4167454,968131,2007,2007/05/07 04:00:00+00,645,330 PROGRESS AVE,,,Minor Arterial,Scarborough,21,43.773945,-79.26839,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Major,,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,,,Yes,,156,Bendale-Glen Andrew,127,Bendale (127),D41,376
-8839990.97018974,5428660.81317168,4195761,980737,2007,2007/06/21 04:00:00+00,2250,YONGE ST,SHEPPARD AVE W,,Major Arterial,North York,18,43.761845,-79.41099,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol",,,,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,151,Yonge-Doris,51,Willowdale East (51),D32,377
-8839990.97018974,5428660.81317168,4195762,980737,2007,2007/06/21 04:00:00+00,2250,YONGE ST,SHEPPARD AVE W,,Major Arterial,North York,18,43.761845,-79.41099,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,151,Yonge-Doris,51,Willowdale East (51),D32,378
-8820587.98294447,5424561.73472315,4405785,979400,2007,2007/07/11 04:00:00+00,2013,MCCOWAN RD,BRIDLEGROVE DR,,Minor Arterial,Scarborough,20,43.735245,-79.23669,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,,,,Yes,,123,Cliffcrest,123,Cliffcrest (123),D43,379
-8820587.98294447,5424561.73472315,4405786,979400,2007,2007/07/11 04:00:00+00,2013,MCCOWAN RD,BRIDLEGROVE DR,,Minor Arterial,Scarborough,20,43.735245,-79.23669,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,0 to 4,Major,,South,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,Yes,,123,Cliffcrest,123,Cliffcrest (123),D43,380
-8820587.98294447,5424561.73472315,4405787,979400,2007,2007/07/11 04:00:00+00,2013,MCCOWAN RD,BRIDLEGROVE DR,,Minor Arterial,Scarborough,20,43.735245,-79.23669,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,,South,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,Yes,,123,Cliffcrest,123,Cliffcrest (123),D43,381
