_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry,LONGITUDE,LATITUDE
1387,1390,GERRARD ST E,None,SUMACH ST,None,None,None,1980-02-19T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1387,4907680,13464586.0,1.0,1.0,,,1387,,,,2021-04-29T04:00:00,2021-04-29T04:00:00,2021-04-29T04:00:00,2021-04-29T04:00:00,LPI is in all directions.,"{""type"": ""Point"", ""coordinates"": [-79.36149800280336, 43.663157999601836]}",-79.36149800280336,43.663157999601836
1388,1391,SHERBOURNE ST,None,ISABELLA ST,None,None,None,1979-08-21T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1388,9980235,13463512.0,,,,,1388,,,,2021-01-28T05:00:00,2021-01-28T05:00:00,,2021-01-28T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.37578999464739, 43.66965599563646]}",-79.37578999464739,43.66965599563646
1389,1392,LOWER JARVIS ST,None,THE ESPLANADE,None,None,None,1980-06-18T04:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1389,1145790,13467011.0,1.0,,,,1389,,,,2018-03-29T04:00:00,2018-03-29T04:00:00,,,East & West: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.37093200140309, 43.64822499632511]}",-79.37093200140309,43.64822499632511
1390,1393,QUEEN ST E,None,GREENWOOD AVE,None,None,None,1981-04-15T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1390,8408413,13464286.0,1.0,1.0,,,1390,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32530799546537, 43.664397000581396]}",-79.32530799546537,43.664397000581396
1391,1394,MORNINGSIDE AVE,95m NORTH OF,BEATH ST,None,ENTRANCE TO WEST HILL COLLEGIATE,None,1980-12-31T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1391,107532,,1.0,,,,1391,,,,2018-09-13T04:00:00,2018-09-13T04:00:00,,,"East: None, West: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.18901000557918, 43.77559000163625]}",-79.18901000557918,43.77559000163625
1392,1395,PARK LAWN RD,None,BERRY RD,None,None,None,1981-06-08T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1392,7846146,13468745.0,1.0,,,,1392,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.49342700348947, 43.63615600373586]}",-79.49342700348947,43.63615600373586
1393,1396,KENNEDY RD,None,PASSMORE AVE,PURCELL SQ,None,None,1981-12-08T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1393,9467832,13442033.0,1.0,,,,1393,,,,2021-11-29T05:00:00,2021-11-29T05:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3047529960951, 43.81844699814371]}",-79.3047529960951,43.81844699814371
1394,1397,MARKHAM RD,None,EASTPARK BLVD,STEVENWOOD RD,None,None,1981-08-13T04:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1394,109597,13449130.0,,,,,1394,,,,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,LPI is in all directions.,"{""type"": ""Point"", ""coordinates"": [-79.22405599815895, 43.75567900029876]}",-79.22405599815895,43.75567900029876
1395,1398,MCCOWAN RD,None,SANDHURST CRCL,None,None,SOUTH INTERSECTION,1981-03-09T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1395,10155176,13442901.0,,,,,1395,,,,2021-12-30T05:00:00,2021-12-30T05:00:00,2021-12-30T05:00:00,2021-12-30T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.26533000347392, 43.80513300086467]}",-79.26533000347392,43.80513300086467
1396,1399,BATHURST ST,None,GREENWIN VILLAGE RD,PRIVATE ACCESS,FOREST SQ. APARTMENTS,None,1981-09-17T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1396,437063,13444801.0,,1.0,,,1396,,,,2021-12-14T05:00:00,,2021-12-14T05:00:00,2021-12-14T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.44538099779112, 43.790827003728616]}",-79.44538099779112,43.790827003728616
1397,1400,STEELES AVE W,395m WEST OF,YONGE ST,PRIVATE ACCESS,CENTREPOINT MALL,None,1981-11-18T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1397,436631,,1.0,,,,1397,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42484000480563, 43.79703000353769]}",-79.42484000480563,43.79703000353769
1398,1401,BLOOR ST W,None,HURON ST,None,None,None,1981-11-19T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1398,8408589,13463998.0,,,,,1398,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.40153800207842, 43.66716099736331]}",-79.40153800207842,43.66716099736331
1399,1402,BLOOR ST W,None,ABERFOYLE CRES,GARDENVALE RD,None,None,1981-11-24T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1399,6772022,13467706.0,1.0,,,,1399,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.5189770017043, 43.64566600283001]}",-79.5189770017043,43.64566600283001
1400,1403,WESTON RD,None,GUNNS RD,PRIVATE ACCESS,None,None,1981-11-25T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1400,30068016,13462686.0,,,,,1400,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.47039200278208, 43.67591800169278]}",-79.47039200278208,43.67591800169278
1401,1404,ST CLAIR AVE W,None,GUNNS RD,OLD STOCK YARDS RD,HOME DEPOT ENTRANCE,None,1981-11-25T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1401,13323732,13463362.0,1.0,1.0,,,1401,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.47112399398227, 43.67178100033507]}",-79.47112399398227,43.67178100033507
1402,1405,SPADINA RD,None,LOWTHER AVE,None,None,None,1981-02-12T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1402,14239870,13463733.0,,,,,1402,,,,2021-12-09T05:00:00,2021-12-09T05:00:00,2021-12-09T05:00:00,2021-12-09T05:00:00,LPI is in all directions.,"{""type"": ""Point"", ""coordinates"": [-79.40477200180298, 43.668961996447834]}",-79.40477200180298,43.668961996447834
1403,1406,WILLIAM R ALLEN RD,None,TRANSIT RD,WILSON HEIGHTS BLVD,None,W.H. BLVD NB & SB OFF RAMP,1981-07-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1403,442309,13451786.0,,,,,1403,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.45429200483042, 43.741836000509124]}",-79.45429200483042,43.741836000509124
1404,1407,WILLIAM R ALLEN RD,None,SHEPPARD AVE W,None,None,None,1981-07-12T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1404,10561029,13450458.0,1.0,,1.0,,1404,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.46339000031827, 43.750250997405644]}",-79.46339000031827,43.750250997405644
1405,1408,LAKE SHORE BLVD W,None,REES ST,None,None,None,1981-12-21T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1405,12763897,13468195.0,,,,,1405,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3870359960738, 43.639928000448585]}",-79.3870359960738,43.639928000448585
1406,1409,JANE ST,None,BEVERLY HILLS DR,PRIVATE ACCESS,None,None,1981-12-16T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1406,6052297,13455332.0,,1.0,,,1406,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.50815800277016, 43.71907699948649]}",-79.50815800277016,43.71907699948649
1407,1410,YONGE ST,None,BELSIZE DR,None,None,None,1981-12-21T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1407,7274604,13458124.0,,,,,1407,,,,2022-09-20T04:00:00,2022-09-20T04:00:00,2022-09-20T04:00:00,2022-09-20T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.39703899970195, 43.70029499765015]}",-79.39703899970195,43.70029499765015
1408,1411,PHARMACY AVE,None,INNISWOOD DR,None,None,None,1981-12-30T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1408,110901,13451832.0,1.0,,,,1408,,,,2019-12-04T05:00:00,2019-12-04T05:00:00,,,"East: None, West: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.30310099715354, 43.73935099925953]}",-79.30310099715354,43.73935099925953
1409,1412,RENFORTH DR,None,CONVAIR DR,None,None,None,1982-01-13T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1409,30073841,13463579.0,,,,,1409,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59330099405037, 43.67218899564834]}",-79.59330099405037,43.67218899564834
1410,1413,BIRCHMOUNT RD,None,MCNICOLL AVE,None,None,None,1982-01-28T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1410,5158941,13442651.0,,,,,1410,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.31116799788232, 43.80863699987352]}",-79.31116799788232,43.80863699987352
1411,1414,STEELES AVE W,None,BLACK HAWKWAY,NEW WESTMINSTER DR,None,None,1982-01-20T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1411,437104,13444956.0,1.0,,,,1411,,,,2022-11-23T05:00:00,2022-11-23T05:00:00,2022-11-23T05:00:00,,None,"{""type"": ""Point"", ""coordinates"": [-79.45763500091658, 43.78984700109582]}",-79.45763500091658,43.78984700109582
1412,1415,YONGE ST,130m SOUTH OF,EGLINTON AVE W,None,None,EGLINTON BUS EXIT,1982-02-25T05:00:00,TransSuite,None,PA - MPS,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,2,1412,14230407,,1.0,,,,1412,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.39808999829575, 43.70541999782852]}",-79.39808999829575,43.70541999782852
1413,1416,YONGE ST,None,GLOUCESTER ST,IRWIN AVE,None,None,1982-02-26T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1413,4907227,13464071.0,,,,,1413,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.38525799392127, 43.66654700167908]}",-79.38525799392127,43.66654700167908
1414,1417,FRONT ST W,None,JOHN ST,PRIVATE ACCESS,None,None,1982-03-03T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1414,10598276,13467695.0,1.0,,,,1414,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.38871700179625, 43.64396899768974]}",-79.38871700179625,43.64396899768974
1415,1418,JANE ST,None,BLACK CR N JANE ST RAMP,None,None,NORTH INTERSECTION,1982-04-06T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1415,446098,13456360.0,,1.0,,,1415,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.5064339953825, 43.71270500215702]}",-79.5064339953825,43.71270500215702
1416,1419,MARKHAM RD,None,GREENBRAE CRCT,GREENHOLM CRCT,None,None,1982-05-10T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1416,8745722,13448232.0,,,,,1416,,,,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,LPI is in all directions.,"{""type"": ""Point"", ""coordinates"": [-79.22625200188457, 43.76220100390518]}",-79.22625200188457,43.76220100390518
1417,1420,BLACK CREEK DR,None,TRETHEWEY DR,None,None,None,1982-04-06T04:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1417,8028,13459347.0,,,,,1417,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.48610599840976, 43.694610997783634]}",-79.48610599840976,43.694610997783634
1418,1421,BLACK CREEK DR,None,TODD BAYLIS BLVD,PRIVATE ACCESS,CORONATION PARK ACCESS,None,1982-04-06T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1418,8312,13459970.0,,,,,1418,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.48386900466039, 43.691068001633745]}",-79.48386900466039,43.691068001633745
1419,1422,BLACK CREEK DR,None,EGLINTON AVE W,None,None,None,1982-04-10T04:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1419,8548,13460466.0,,,,,1419,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.48287799880471, 43.688367998833954]}",-79.48287799880471,43.688367998833954
1420,1423,NEILSON RD,None,MILITARY TRL,None,None,None,1982-10-06T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1420,106362,13444720.0,,,,,1420,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.20834300214646, 43.78797200428679]}",-79.20834300214646,43.78797200428679
1421,1424,ALBION RD,None,ARMEL CRT,PRIVATE ACCESS,CHURCH PARKING LOT,None,1982-06-15T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1421,20046145,20046140.0,,,,,1421,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.54571499577754, 43.72127099803147]}",-79.54571499577754,43.72127099803147
1422,1425,QUEEN ST W,None,BROCK AVE,None,None,None,1982-06-16T04:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,1422,10784585,13468080.0,,1.0,,,1422,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.43236899899199, 43.641473996229735]}",-79.43236899899199,43.641473996229735
1423,1426,COLLEGE ST,None,CLINTON ST,None,None,None,1982-06-17T04:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1423,10865100,13465966.0,,1.0,,,1423,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.41387799381847, 43.6552129991582]}",-79.41387799381847,43.6552129991582
1424,1427,SHEPPARD AVE W,None,SENTINEL RD,None,None,None,1982-06-17T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1424,6002161,13451553.0,,,,,1424,,,,,,2021-01-11T05:00:00,2021-01-11T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.49184999683332, 43.74364899872338]}",-79.49184999683332,43.74364899872338
1425,1428,ANNETTE ST,None,CLENDENAN AVE,None,None,None,1982-06-23T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1425,7992308,13464963.0,1.0,,,,1425,,,,2022-02-02T05:00:00,2022-02-02T05:00:00,2022-02-02T05:00:00,2022-02-02T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.47225200349514, 43.662238001364315]}",-79.47225200349514,43.662238001364315
1426,1429,PHARMACY AVE,None,GORDON BAKER RD,GLENDINNING AVE,None,None,1982-05-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1426,104044,13442443.0,,,,,1426,,,,,,2022-11-23T05:00:00,2022-11-23T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.3341749986029, 43.81175999568643]}",-79.3341749986029,43.81175999568643
1427,1430,KIPLING AVE,None,JOHN GARLAND BLVD,None,None,None,1982-05-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1427,907131,13453022.0,1.0,,,,1427,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.57830900068934, 43.73550400247897]}",-79.57830900068934,43.73550400247897
1428,1431,FINCH AVE E,None,MIDDLEFIELD RD,None,None,None,1982-08-17T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1428,104202,13442502.0,,1.0,,,1428,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.25769899683935, 43.80988799842023]}",-79.25769899683935,43.80988799842023
1429,1432,BRIMLEY RD,None,ALEXMUIR BLVD,BRIMWOOD BLVD,None,None,1982-10-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1429,104028,13442432.0,,,,,1429,,,,2021-07-05T04:00:00,2021-07-05T04:00:00,2021-07-05T04:00:00,2021-07-05T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.27974900032487, 43.811057001118776]}",-79.27974900032487,43.811057001118776
1430,1433,PORT UNION RD,None,FANFARE AVE,LAWSON RD,None,None,1982-08-31T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1430,2191998,13444382.0,,,,,1430,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.14091599814266, 43.789659999935274]}",-79.14091599814266,43.789659999935274
1431,1434,WESTON RD,None,NORTHLAND AVE,PRIVATE ACCESS,None,None,1982-09-13T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1431,10364900,13462180.0,,,,,1431,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.47407499828824, 43.678898998837944]}",-79.47407499828824,43.678898998837944
1432,1435,SHEPPARD AVE E,None,SHORTING RD,None,None,None,1982-09-14T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1432,4876103,13444330.0,1.0,,,,1432,,,,2021-04-06T04:00:00,2021-04-06T04:00:00,2021-04-06T04:00:00,2021-04-06T04:00:00,Pedestrian crossing ALL crosswalks have LPI implemented as part of 2020 Sheppard Ave East Signal Coordination Study,"{""type"": ""Point"", ""coordinates"": [-79.2489749975766, 43.791740995796346]}",-79.2489749975766,43.791740995796346
1433,1436,SHEPPARD AVE E,None,GLEN WATFORD DR,PRIVATE ACCESS,None,None,1982-09-21T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1433,106651,13445134.0,1.0,,,,1433,,,,,,2021-04-06T04:00:00,2021-04-06T04:00:00,Pedestrian crossing North/South on the East/West crosswalks have LPI implemented as part of 2020 Sheppard Ave East Signal Coordination Study,"{""type"": ""Point"", ""coordinates"": [-79.27605000618819, 43.785927999317664]}",-79.27605000618819,43.785927999317664
1434,1437,LAWRENCE AVE W,None,BOLINGBROKE RD,PRIVATE ACCESS,None,None,1982-08-10T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1434,30051990,13455864.0,1.0,,,,1434,,,,,,2018-09-26T04:00:00,2018-09-26T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.44947000473215, 43.71497000130909]}",-79.44947000473215,43.71497000130909
1435,1438,BLACK CREEK DR,None,PHOTOGRAPHY DR,PRIVATE ACCESS,None,None,1982-08-10T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1435,8675,13460924.0,,,,,1435,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.48168500125215, 43.685864002408856]}",-79.48168500125215,43.685864002408856
1436,1439,ROYAL YORK RD,None,LA ROSE AVE,None,None,None,1982-10-18T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1436,909246,13461359.0,,,,,1436,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.52741300575066, 43.68415399569801]}",-79.52741300575066,43.68415399569801
1437,1440,CARLINGVIEW DR,None,INTERNATIONAL BLVD,RENFORTH DR,None,None,1971-03-06T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1437,30029306,13462783.0,,,,,1437,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59106299976992, 43.676894000432824]}",-79.59106299976992,43.676894000432824
1438,1441,LOWER SHERBOURNE ST,None,THE ESPLANADE,None,None,None,1982-07-12T04:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1438,1145616,13466844.0,1.0,1.0,,,1438,,,,2021-10-18T04:00:00,2021-10-18T04:00:00,2021-10-18T04:00:00,2021-10-18T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.36730099861997, 43.64904600301662]}",-79.36730099861997,43.64904600301662
1439,1442,LAWRENCE AVE W,None,DUVAL DR,PRIVATE ACCESS,None,NORTH PARK PLAZA,1982-04-11T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1439,446206,13456793.0,,,,,1439,,,,,,2021-01-26T05:00:00,2021-01-26T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.47456000245258, 43.709723995639536]}",-79.47456000245258,43.709723995639536
1440,1443,LAWRENCE AVE E,None,BROCKLEY DR,None,PRIVATE ACCESS,None,1982-11-11T05:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1440,4605051,13449737.0,1.0,,,,1440,,,,,,2019-10-23T04:00:00,2019-10-23T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.26245899969967, 43.75206499905723]}",-79.26245899969967,43.75206499905723
1441,1444,SHEPPARD AVE E,185m WEST OF,KENNEDY RD,PRIVATE ACCESS,AGINCOURT MALL ACCESS,None,1982-10-11T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1441,106971,,1.0,,,,1441,,,,,,2021-04-07T04:00:00,2021-04-07T04:00:00,Pedestrian crossing North/South on the East/West crosswalks have LPI implemented as part of 2020 Sheppard Ave East Signal Coordination Study,"{""type"": ""Point"", ""coordinates"": [-79.29049000119751, 43.78280000249597]}",-79.29049000119751,43.78280000249597
1442,1446,MOUNT PLEASANT RD,None,ERSKINE AVE,None,None,None,1982-11-25T05:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1442,1138148,13456135.0,1.0,,,,1442,,,,2021-03-23T04:00:00,2021-03-23T04:00:00,2021-03-23T04:00:00,2021-03-23T04:00:00,LPI is in all directions.,"{""type"": ""Point"", ""coordinates"": [-79.39177900087054, 43.71260600301003]}",-79.39177900087054,43.71260600301003
1443,1447,VICTORIA PARK AVE,None,DENTON AVE,None,None,None,1982-01-12T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1443,3829409,13459140.0,1.0,1.0,,,1443,,,,2020-12-10T05:00:00,2020-12-10T05:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28902200619949, 43.69286899993109]}",-79.28902200619949,43.69286899993109
1444,1449,DUFFERIN ST,None,LIBERTY ST,PRIVATE ACCESS,APARTMENT BUILDING,None,1983-04-21T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1444,9234179,13468568.0,,1.0,,,1444,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42665400308857, 43.63707400103627]}",-79.42665400308857,43.63707400103627
1445,1450,KEELE ST,None,MURRAY ROSS PKWY,TANGIERS RD,None,None,1982-11-24T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1445,439282,13448065.0,,,1.0,,1445,1.0,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.4920470059442, 43.7673120024929]}",-79.4920470059442,43.7673120024929
1446,1451,YORKDALE RD,None,401 W ALLEN YORKDALE RAMP,PRIVATE ACCESS,YORKDALE SHOPPING CENTRE,None,1968-03-07T05:00:00,TransSuite,None,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1446,4940064,13454013.0,1.0,,,,1446,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.44947300378763, 43.72758699944229]}",-79.44947300378763,43.72758699944229
1447,1452,LAWRENCE AVE E,None,CENTENNIAL RD,None,None,None,1983-01-26T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1447,107237,13445921.0,,,,,1447,,,,2022-02-16T05:00:00,2022-02-16T05:00:00,2022-02-16T05:00:00,2022-02-16T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.14656300164087, 43.77735799868698]}",-79.14656300164087,43.77735799868698
1448,1453,SHEPPARD AVE E,None,PARKWAY FOREST DR,PRIVATE ACCESS,FAIRVIEW MALL,None,1983-01-27T05:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1448,438190,13446518.0,1.0,1.0,1.0,,1448,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.34372200492801, 43.77583400381682]}",-79.34372200492801,43.77583400381682
1449,1454,FINCH AVE E,None,SKYMARK DR,PRIVATE ACCESS,None,None,1983-10-02T04:00:00,SCOOT,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1449,10906834,13444344.0,,,,,1449,,,,,,2019-07-12T04:00:00,2019-07-12T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.35228900133174, 43.79316100394876]}",-79.35228900133174,43.79316100394876
1450,1455,WYNFORD DR,None,CONCORDE PL,WYNFORD HEIGHTS CRES,None,None,1983-03-23T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1450,443981,13453804.0,-1.0,1.0,,,1450,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3277929950361, 43.72734600028659]}",-79.3277929950361,43.72734600028659
1451,1456,LAKE SHORE BLVD W,None,COLBORNE LODGE DR,None,None,None,1983-11-05T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1451,1147135,13468529.0,,,,,1451,1.0,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.45896599976801, 43.637969996862324]}",-79.45896599976801,43.637969996862324
